id	name	int_name	alternative_names	latitude	longitude	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	country	date
8989218	Kregolišče	Kregolisce	Kregolisce,Kregolišče	45.78732	13.7409	P	PPL	SI		B7				13		230	Europe/Ljubljana	2014-04-25
8989219	Gorski Vrh	Gorski Vrh	Gorski Vrh	46.13439	13.86982	P	PPL	SI		D2				13		888	Europe/Ljubljana	2014-04-25
8989220	Kneške Ravne	Kneske Ravne	Kneske Ravne,Kneške Ravne	46.22032	13.83322	P	PPL	SI		D2				13		832	Europe/Ljubljana	2014-04-25
8989221	Prhajevo	Prhajevo	Prhajevo	45.83915	14.6197	P	PPL	SI		D8				13		530	Europe/Ljubljana	2014-04-25
8989222	Podporezen	Podporezen	Podporezen	46.19776	14.00245	P	PPL	SI		F1				13		864	Europe/Ljubljana	2014-04-25
8989223	Laze pri Kostelu	Laze pri Kostelu	Laze pri Kostelu	45.47459	14.83055	P	PPL	SI		H9				13		390	Europe/Ljubljana	2014-04-25
8989224	Janeži	Janezi	Janezi,Janeži	45.75672	14.59157	P	PPL	SI		M1				13		814	Europe/Ljubljana	2014-04-25
8989225	Sinovica	Sinovica	Sinovica	45.76765	14.66356	P	PPL	SI		M1				13		719	Europe/Ljubljana	2014-04-25
8989226	Podstrm	Podstrm	Podstrm	45.82486	15.40514	P	PPL	SI		O3				13		298	Europe/Ljubljana	2014-04-25
8989227	Žlan	Zlan	Zlan,Žlan	46.24407	13.91345	P	PPL	SI		04				12		1148	Europe/Ljubljana	2014-04-25
8989228	Gorica	Gorica	Gorica	45.44503	15.15338	P	PPL	SI		17				12		465	Europe/Ljubljana	2014-04-25
8989229	Lajše	Lajse	Lajse,Lajše	46.14474	14.0721	P	PPL	SI		27				12		793	Europe/Ljubljana	2014-04-25
8989230	Bakrc	Bakrc	Bakrc	45.80965	14.85162	P	PPL	SI		39				12		372	Europe/Ljubljana	2014-04-25
8989231	Mala Goričica	Mala Goricica	Mala Goricica,Mala Goričica	45.98857	14.80258	P	PPL	SI		39				12		583	Europe/Ljubljana	2014-04-25
8989232	Trebež	Trebez	Trebez,Trebež	45.88636	14.81692	P	PPL	SI		39				12		346	Europe/Ljubljana	2014-04-25
8989233	Kralji	Kralji	Kralji	45.53239	15.03202	P	PPL	SI		H7				12		615	Europe/Ljubljana	2014-04-25
8989234	Primoži	Primozi	Primozi,Primoži	45.59837	14.78313	P	PPL	SI		H7				12		602	Europe/Ljubljana	2014-04-25
8989235	Pisari	Pisari	Pisari	45.4573	13.89744	P	PPL	SI		50				12		184	Europe/Ljubljana	2014-04-25
8989236	Libelj	Libelj	Libelj	45.94589	15.44272	P	PPL	SI		54				12		285	Europe/Ljubljana	2014-04-25
8989237	Prvine	Prvine	Prvine	46.19086	14.84986	P	PPL	SI		68				12		727	Europe/Ljubljana	2014-04-25
8989238	Brezovica pri Medvodah	Brezovica pri Medvodah	Brezovica pri Medvodah	46.0958	14.35971	P	PPL	SI		71				12		590	Europe/Ljubljana	2014-04-25
8989239	Lazna	Lazna	Lazna	46.02044	13.82673	P	PPL	SI		84				12		588	Europe/Ljubljana	2014-04-25
8989240	Mahniči	Mahnici	Mahnice,Mahnici,Mahniče,Mahniči	45.77974	13.90269	P	PPL	SI		B7				12		241	Europe/Ljubljana	2015-11-04
8989241	Mali Moravščak	Mali Moravscak	Mali Moravscak,Mali Moravščak	46.51957	16.01523	P	PPL	SI		D1				12		267	Europe/Ljubljana	2014-04-25
8989242	Žerjavin	Zerjavin	Zerjavin,Žerjavin	45.82654	15.26866	P	PPL	SI		B4				12		190	Europe/Ljubljana	2014-04-25
8989243	Gabrnik	Gabrnik	Gabernik,Gabrnik	45.93117	15.26868	P	PPL	SI		B8				12		259	Europe/Ljubljana	2015-12-03
8989244	Centa	Centa	Centa	45.85768	14.55344	P	PPL	SI		D8				12		613	Europe/Ljubljana	2014-04-25
8989245	Travna Gora	Travna Gora	Travna Gora	45.74114	14.64547	P	PPL	SI		M1				12		884	Europe/Ljubljana	2014-04-25
8989246	Koške Poljane	Koske Poljane	Koske Poljane,Koške Poljane	46.04989	14.73824	P	PPL	SI		L9				12		655	Europe/Ljubljana	2014-04-25
8989247	Koprivnik	Koprivnik	Koprivnik	45.87915	15.39963	P	PPL	SI		O3				12		163	Europe/Ljubljana	2014-04-25
8989248	Draga	Draga	Draga	45.87008	15.28483	P	PPL	SI		P3				12		178	Europe/Ljubljana	2014-04-25
8989249	Beč	Bec	Bec,Beč	45.85611	14.4167	P	PPL	SI		13				11		812	Europe/Ljubljana	2014-04-25
8989250	Reparje	Reparje	Reparje	45.82733	14.44312	P	PPL	SI		13				11		647	Europe/Ljubljana	2014-04-25
8989251	Betanja	Betanja	Betanja	45.66761	13.9945	P	PPL	SI		19				11		404	Europe/Ljubljana	2014-04-25
8989252	Jelovica	Jelovica	Jelovica	46.14919	14.12969	P	PPL	SI		27				11		865	Europe/Ljubljana	2014-04-25
8989253	Gabrje pri Ilovi Gori	Gabrje pri Ilovi Gori	Gabrje pri Ilovi Gori	45.89632	14.72185	P	PPL	SI		32				11		383	Europe/Ljubljana	2014-04-25
8989254	Mali Kal	Mali Kal	Mali Kal	45.97457	14.85325	P	PPL	SI		39				11		426	Europe/Ljubljana	2014-04-25
8989255	Trebelno pri Palovčah	Trebelno pri Palovcah	Trebelno pri Palovcah,Trebelno pri Palovčah	46.20787	14.6506	P	PPL	SI		H6				11		516	Europe/Ljubljana	2014-04-25
8989256	Ljubež v Lazih	Ljubez v Lazih	Ljubez v Lazih,Ljubež v Lazih	46.03194	14.9428	P	PPL	SI		I5				11		601	Europe/Ljubljana	2014-04-25
8989257	Suhadole	Suhadole	Suhadole	46.02652	15.03576	P	PPL	SI		I5				11		678	Europe/Ljubljana	2014-04-25
8989258	Berinjek	Berinjek	Berinjek	46.03359	15.03584	P	PPL	SI		I5				11		733	Europe/Ljubljana	2014-04-25
8989259	Pungert	Pungert	Pungert	45.59456	14.67772	P	PPL	SI		66				11		591	Europe/Ljubljana	2014-04-25
8989260	Poljane nad Blagovico	Poljane nad Blagovico	Poljane nad Blagovico	46.19314	14.7862	P	PPL	SI		68				11		676	Europe/Ljubljana	2014-04-25
8989261	Božič Vrh	Bozic Vrh	Bozic Vrh,Božič Vrh	45.7041	15.23375	P	PPL	SI		73				11		513	Europe/Ljubljana	2014-04-25
8989262	Škrilje	Skrilje	Skrilje,Škrilje	45.60161	15.27422	P	PPL	SI		73				11		138	Europe/Ljubljana	2014-04-25
8989263	Dobrovščak	Dobrovscak	Dobrovscak,Dobrovščak	46.44853	16.13391	P	PPL	SI		87				11		269	Europe/Ljubljana	2014-04-25
8989264	Pusti Hrib	Pusti Hrib	Pusti Hrib	45.79299	14.6542	P	PPL	SI		L1				11		686	Europe/Ljubljana	2014-04-25
8989265	Zlati Rep	Zlati Rep	Zlati Rep	45.80284	14.65588	P	PPL	SI		L1				11		619	Europe/Ljubljana	2014-04-25
8989266	Goriška Gora	Goriska Gora	Goriska Gora,Goriška Gora	45.92773	15.27528	P	PPL	SI		B8				11		274	Europe/Ljubljana	2014-04-25
8989267	Arčelca	Arcelca	Arcelca,Arčelca	45.87462	14.90305	P	PPL	SI		D4				11		461	Europe/Ljubljana	2014-04-25
8989268	Srnjak	Srnjak	Srnjak	45.86516	14.58228	P	PPL	SI		D8				11		496	Europe/Ljubljana	2014-04-25
8989269	Benete	Benete	Benete	45.77161	14.56381	P	PPL	SI		F6				11		797	Europe/Ljubljana	2014-04-25
8989270	Sleme	Sleme	Sleme	45.80132	14.45546	P	PPL	SI		F6				11		789	Europe/Ljubljana	2014-04-25
8989271	Škufče	Skufce	Skufce,Škufče	45.80413	14.5228	P	PPL	SI		F6				11		768	Europe/Ljubljana	2014-04-25
8989272	Kamence	Kamence	Kamence,Kamenice	45.84822	15.5612	P	PPL	SI		08				10		399	Europe/Ljubljana	2015-12-03
8989273	Nova Vas pri Jelšanah	Nova Vas pri Jelsanah	Nova Vas pri Jelsanah,Nova Vas pri Jelšanah	45.50388	14.30754	P	PPL	SI		38				10		559	Europe/Ljubljana	2014-04-25
8989274	Tuljaki	Tuljaki	Tuljaki	45.47317	13.87993	P	PPL	SI		50				10		385	Europe/Ljubljana	2014-04-25
8989275	Strmo Rebro	Strmo Rebro	Strma Reber,Strmo Rebro	45.97948	15.4338	P	PPL	SI		54				10		347	Europe/Ljubljana	2015-12-01
8989276	Žurge	Zurge	Zurge,Žurge	45.58351	14.70993	P	PPL	SI		88				10		989	Europe/Ljubljana	2014-04-25
8989277	Perovo	Perovo	Perovo	45.79183	14.6149	P	PPL	SI		L1				10		672	Europe/Ljubljana	2014-04-25
8989278	Žukovo	Zukovo	Zukovo,Žukovo	45.80648	14.69677	P	PPL	SI		L1				10		783	Europe/Ljubljana	2014-04-25
8989279	Hrib pri Cerovcu	Hrib pri Cerovcu	Hrib pri Cerovcu	45.66247	15.24587	P	PPL	SI		B1				10		243	Europe/Ljubljana	2014-04-25
8989280	Loje	Loje	Loje	46.18698	13.83077	P	PPL	SI		D2				10		746	Europe/Ljubljana	2014-04-25
8989281	Adamovo	Adamovo	Adamovo	45.82327	14.60685	P	PPL	SI		D8				10		513	Europe/Ljubljana	2014-04-25
8989282	Kot pri Veliki Slevici	Kot pri Veliki Slevici	Kot pri Veliki Slevici	45.8118	14.61656	P	PPL	SI		D8				10		602	Europe/Ljubljana	2014-04-25
8989283	Ščurki	Scurki	Scurki,Ščurki	45.88178	14.5934	P	PPL	SI		D8				10		465	Europe/Ljubljana	2014-04-25
8989284	Gotenc	Gotenc	Gotenc	45.491	14.88541	P	PPL	SI		H9				10		411	Europe/Ljubljana	2014-04-25
8989285	Grč Vrh	Grc Vrh	Grc Vrh,Grč Vrh	45.82734	15.07269	P	PPL	SI		J6				10		310	Europe/Ljubljana	2014-04-25
8989286	Novo Celje	Novo Celje	Novo Celje	46.24682	15.17588	P	PPL	SI		N5				10		252	Europe/Ljubljana	2014-04-25
8989287	Vrbje	Vrbje	Vrbje,Vrblje	45.82565	15.47358	P	PPL	SI		O3				10		460	Europe/Ljubljana	2015-12-02
8989288	Belo	Belo	Belo	46.03323	13.52566	P	PPL	SI		07				9		251	Europe/Ljubljana	2014-04-25
8989289	Pirmane	Pirmane	Pirmane	45.83625	14.46971	P	PPL	SI		13				9		712	Europe/Ljubljana	2014-04-25
8989290	Rakov Škocjan	Rakov Skocjan	Rakov Skocjan,Rakov Škocjan	45.78811	14.28846	P	PPL	SI		13				9		597	Europe/Ljubljana	2014-04-25
8989291	Planina	Planina	Planina	46.00212	14.8007	P	PPL	SI		39				9		566	Europe/Ljubljana	2014-04-25
8989292	Homec	Homec	Homec	46.2567	13.44699	P	PPL	SI		46				9		548	Europe/Ljubljana	2014-04-25
8989293	Šeki	Seki	Seki,Šeki	45.45555	13.90084	P	PPL	SI		50				9		165	Europe/Ljubljana	2014-04-25
8989294	Mirtoviči	Mirtovici	Mirtovici,Mirtoviči,Mrtovc,Mrtovec	45.51319	14.78381	P	PPL	SI		88				9		369	Europe/Ljubljana	2015-11-20
8989295	Šilentabor	Silentabor	Silentabor,Šilentabor	45.65362	14.20527	P	PPL	SI		91				9		666	Europe/Ljubljana	2014-04-25
8989296	Grebenje	Grebenje	Grebenje	45.79657	14.62618	P	PPL	SI		L1				9		560	Europe/Ljubljana	2014-04-25
8989297	Sela nad Podmelcem	Sela nad Podmelcem	Sela nad Podmelcem	46.19111	13.80951	P	PPL	SI		D2				9		1057	Europe/Ljubljana	2014-04-25
8989298	Škamevec	Skamevec	Skamevec,Škamevec	45.86172	14.58424	P	PPL	SI		D8				9		582	Europe/Ljubljana	2014-04-25
8989299	Polšeče	Polsece	Polsece,Polšeče	45.83189	14.49147	P	PPL	SI		F6				9		812	Europe/Ljubljana	2014-04-25
8989300	Rožanče	Rozance	Rozance,Rožanče	45.80931	14.46492	P	PPL	SI		F6				9		729	Europe/Ljubljana	2014-04-25
8989301	Gorenja Žaga	Gorenja Zaga	Gorenja Zaga,Gorenja Žaga	45.5217	14.91056	P	PPL	SI		H9				9		380	Europe/Ljubljana	2014-04-25
8989302	Karlče	Karlce	Karlce,Karlice,Karlče	45.85584	15.43999	P	PPL	SI		O3				9		153	Europe/Ljubljana	2015-12-02
8989303	Rudolfovo	Rudolfovo	Rudolfovo	45.84825	14.47127	P	PPL	SI		13				8		809	Europe/Ljubljana	2014-04-25
8989304	Škofi	Skofi	Skofi,Škofi	45.7832	13.73656	P	PPL	SI		49				8		223	Europe/Ljubljana	2014-04-25
8989305	Dilici	Dilici	Dilici	45.49111	13.77051	P	PPL	SI		50				8		286	Europe/Ljubljana	2014-04-25
8989306	Selce	Selce	Selce	46.01552	15.04454	P	PPL	SI		I5				8		547	Europe/Ljubljana	2014-04-25
8989307	Pogonik	Pogonik	Pogonik	46.08434	14.82139	P	PPL	SI		I5				8		285	Europe/Ljubljana	2014-04-25
8989308	Mačkovec pri Suhorju	Mackovec pri Suhorju	Mackovec pri Suhorju,Mačkovec pri Suhorju	45.70963	15.24642	P	PPL	SI		73				8		622	Europe/Ljubljana	2014-04-25
8989309	Radoši	Radosi	Radosi,Radoši	45.69786	15.35742	P	PPL	SI		73				8		452	Europe/Ljubljana	2014-04-25
8989310	Noše	Nose	Nose,Noše	46.33306	14.22952	P	PPL	SI		A3				8		495	Europe/Ljubljana	2014-04-25
8989311	Levstiki	Levstiki	Levstiki	45.79488	14.64407	P	PPL	SI		L1				8		678	Europe/Ljubljana	2014-04-25
8989312	Škrajnek	Skrajnek	Skrajnek,Škrajnek	45.81053	14.68495	P	PPL	SI		L1				8		706	Europe/Ljubljana	2014-04-25
8989313	Znojile pri Studencu	Znojile pri Studencu	Znojile pri Studencu	45.96451	15.2829	P	PPL	SI		B6				8		408	Europe/Ljubljana	2014-04-25
8989314	Bogo	Bogo	Bogo	45.78644	13.91691	P	PPL	SI		B7				8		495	Europe/Ljubljana	2014-04-25
8989315	Rakovnik	Rakovnik	Rakovnik	45.82894	15.37267	P	PPL	SI		B4				8		250	Europe/Ljubljana	2014-04-25
8989316	Sloka Gora	Sloka Gora	Sloka Gora	45.89163	14.61993	P	PPL	SI		D8				8		600	Europe/Ljubljana	2014-04-25
8989317	Nanos	Nanos	Nanos	45.81876	14.0235	P	PPL	SI		E1				8		936	Europe/Ljubljana	2014-04-25
8989318	Andrejčje	Andrejcje	Andrejcje,Andrejčje	45.80582	14.49858	P	PPL	SI		F6				8		716	Europe/Ljubljana	2014-04-25
8989319	Planina	Planina	Planina	45.4835	14.85659	P	PPL	SI		H9				8		481	Europe/Ljubljana	2014-04-25
8989320	Goreljek	Goreljek	Goreljek	46.3373	13.96102	P	PPL	SI		04				7		1279	Europe/Ljubljana	2014-04-25
8989321	Pristavo	Pristavo	Pristavo	46.03063	13.51962	P	PPL	SI		07				7		179	Europe/Ljubljana	2014-04-25
8989322	Jasen	Jasen	Jasen	46.18538	14.66343	P	PPL	SI		G7				7		462	Europe/Ljubljana	2014-04-25
8989323	Krivo Brdo	Krivo Brdo	Krivo Brdo	46.16969	14.2209	P	PPL	SI		27				7		608	Europe/Ljubljana	2014-04-25
8989324	Obolno	Obolno	Obolno	46.00026	14.78345	P	PPL	SI		39				7		729	Europe/Ljubljana	2014-04-25
8989325	Zapotok	Zapotok	Zapotok	46.07333	13.55856	P	PPL	SI		44				7		591	Europe/Ljubljana	2014-04-25
8989326	Spodnja Bilpa	Spodnja Bilpa	Dolenja Bilpa,Spodnja Bilpa	45.51076	14.96965	P	PPL	SI		H7				7		314	Europe/Ljubljana	2015-11-20
8989327	Dalce	Dalce	Dalce	45.9732	15.39959	P	PPL	SI		54				7		337	Europe/Ljubljana	2014-04-25
8989328	Videm	Videm	Videm	45.92193	15.37367	P	PPL	SI		54				7		168	Europe/Ljubljana	2014-04-25
8989329	Dobje	Dobje	Dobje	46.02677	15.08299	P	PPL	SI		I5				7		700	Europe/Ljubljana	2014-04-25
8989330	Sveta Ana pri Ložu	Sveta Ana pri Lozu	Sveta Ana pri Lozu,Sveta Ana pri Ložu	45.73741	14.45227	P	PPL	SI		I7				7		724	Europe/Ljubljana	2014-04-25
8989331	Belica	Belica	Belica	45.56948	14.72016	P	PPL	SI		88				7		541	Europe/Ljubljana	2014-04-25
8989332	Gašpinovo	Gaspinovo	Gaspinovo,Gašpinovo	45.78747	14.6527	P	PPL	SI		L1				7		710	Europe/Ljubljana	2014-04-25
8989333	Rigelj pri Ortneku	Rigelj pri Ortneku	Rigelj pri Ortneku	45.79205	14.66816	P	PPL	SI		L1				7		616	Europe/Ljubljana	2014-04-25
8989334	Staniše	Stanise	Stanise,Staniše	46.12135	14.26079	P	PPL	SI		B9				7		808	Europe/Ljubljana	2014-04-25
8989335	Boštetje	Bostetje	Bostetje,Boštetje	45.81892	14.54823	P	PPL	SI		D8				7		774	Europe/Ljubljana	2014-04-25
8989336	Plosovo	Plosovo	Plosovo	45.80285	14.60642	P	PPL	SI		D8				7		578	Europe/Ljubljana	2014-04-25
8989337	Strmec	Strmec	Strmec	45.82152	14.63885	P	PPL	SI		D8				7		576	Europe/Ljubljana	2014-04-25
8989338	Kramplje	Kramplje	Kramplje	45.79163	14.52261	P	PPL	SI		F6				7		746	Europe/Ljubljana	2014-04-25
8989339	Lahovo	Lahovo	Lahovo	45.79775	14.51544	P	PPL	SI		F6				7		739	Europe/Ljubljana	2014-04-25
8989340	Poden	Poden	Boden,Poden	45.49659	14.90423	P	PPL	SI		H9				7		332	Europe/Ljubljana	2015-11-05
8989341	Nova Štifta	Nova Stifta	Nova Stifta,Nova Štifta	45.74641	14.66457	P	PPL	SI		M1				7		598	Europe/Ljubljana	2014-04-25
8989342	Sela pri Ajdovcu	Sela pri Ajdovcu	Sela pri Ajdovcu	45.81516	15.02615	P	PPL	SI		N8				7		496	Europe/Ljubljana	2014-04-25
8989343	Brezovk	Brezovk	Brezovk	46.05265	13.54785	P	PPL	SI		07				6		442	Europe/Ljubljana	2014-04-25
8989344	Vrhovje	Vrhovje	Vrhovje	46.24798	14.56384	P	PPL	SI		12				6		466	Europe/Ljubljana	2014-04-25
8989345	Hribljane	Hribljane	Hribljane	45.83893	14.46051	P	PPL	SI		13				6		695	Europe/Ljubljana	2014-04-25
8989346	Krušče	Krusce	Krusce,Krušče	45.82528	14.43335	P	PPL	SI		13				6		660	Europe/Ljubljana	2014-04-25
8989347	Zagomila	Zagomila	Zagomila	46.01022	13.62921	P	PPL	SI		44				6		280	Europe/Ljubljana	2014-04-25
8989348	Ravna	Ravna	Ravna	46.07903	13.60498	P	PPL	SI		44				6		492	Europe/Ljubljana	2014-04-25
8989349	Dedna Gora	Dedna Gora	Dedna Gora	45.97754	15.30149	P	PPL	SI		B6				6		477	Europe/Ljubljana	2014-04-25
8989350	Nova Vas	Nova Vas	Nova Vas	45.79163	13.8949	P	PPL	SI		B7				6		337	Europe/Ljubljana	2014-04-25
8989351	Poljane pri Štjaku	Poljane pri Stjaku	Poljane pri Stjaku,Poljane pri Štjaku	45.78198	13.92506	P	PPL	SI		B7				6		481	Europe/Ljubljana	2014-04-25
8989352	Selce pri Špeharjih	Selce pri Speharjih	Selce pri Speharjih,Selce pri Špeharjih	45.45548	15.14041	P	PPL	SI		17				5		277	Europe/Ljubljana	2014-04-25
8989353	Jesen	Jesen	Jesen	46.0753	13.61553	P	PPL	SI		44				5		315	Europe/Ljubljana	2014-04-25
8989354	Dedni Vrh	Dedni Vrh	Dedni Vrh	45.93218	15.40341	P	PPL	SI		54				5		251	Europe/Ljubljana	2014-04-25
8989355	Frluga	Frluga	Frluga	45.8324	15.47369	P	PPL	SI		54				5		450	Europe/Ljubljana	2014-04-25
8989356	Jelševec	Jelsevec	Jelsevec,Jelševec	45.95327	15.38252	P	PPL	SI		54				5		286	Europe/Ljubljana	2014-04-25
8989357	Valterski Vrh	Valterski Vrh	Valterski Vrh	46.11187	14.24321	P	PPL	SI		B9				5		746	Europe/Ljubljana	2014-04-25
8989358	Gorenje Kališče	Gorenje Kalisce	Gorenje Kalisce,Gorenje Kališče	45.8177	14.57771	P	PPL	SI		D8				5		778	Europe/Ljubljana	2014-04-25
8989359	Godičevo	Godicevo	Godicevo,Godičevo	45.78982	14.53393	P	PPL	SI		F6				5		773	Europe/Ljubljana	2014-04-25
8989360	Malni	Malni	Malni	45.8149	14.47461	P	PPL	SI		F6				5		692	Europe/Ljubljana	2014-04-25
8989361	Štorovo	Storovo	Storovo,Štorovo	45.81617	14.50978	P	PPL	SI		F6				5		801	Europe/Ljubljana	2014-04-25
8989362	Zakraj	Zakraj	Zakraj	45.8011	14.54222	P	PPL	SI		F6				5		825	Europe/Ljubljana	2014-04-25
8989363	Zales	Zales	Zales	45.82461	14.48231	P	PPL	SI		F6				5		727	Europe/Ljubljana	2014-04-25
8989364	Brsnik	Brsnik	Breznik,Brsnik	45.50113	14.90721	P	PPL	SI		H9				5		278	Europe/Ljubljana	2015-11-05
8989365	Mavrc	Mavrc	Maverc,Mavrc	45.50463	14.9124	P	PPL	SI		H9				5		273	Europe/Ljubljana	2015-11-05
8989366	Klopce	Klopce	Klopce	45.78655	14.92879	P	PPL	SI		N8				5		370	Europe/Ljubljana	2014-04-25
8989367	Čohovo	Cohovo	Cohovo,Čohovo	45.85761	14.46598	P	PPL	SI		13				4		863	Europe/Ljubljana	2014-04-25
8989368	Zahrib	Zahrib	Zahrib	45.8496	14.4943	P	PPL	SI		13				4		711	Europe/Ljubljana	2014-04-25
8989369	Trnovec	Trnovec	Trnovec	45.67681	14.96913	P	PPL	SI		H7				4		642	Europe/Ljubljana	2014-04-25
8989370	Gorenje Dole	Gorenje Dole	Gorenje Dole	45.98171	15.41214	P	PPL	SI		54				4		309	Europe/Ljubljana	2014-04-25
8989371	Stari Grad v Podbočju	Stari Grad v Podbocju	Stari Grad v Podbocju,Stari Grad v Podbočju	45.85626	15.4681	P	PPL	SI		54				4		283	Europe/Ljubljana	2014-04-25
8989372	Finkovo	Finkovo	Finkovo	45.81203	14.67397	P	PPL	SI		L1				4		602	Europe/Ljubljana	2014-04-25
8989373	Zavrh	Zavrh	Zavrh	45.87233	14.88088	P	PPL	SI		D4				4		447	Europe/Ljubljana	2014-04-25
8989374	Bukovec	Bukovec	Bukovec	45.85082	14.51015	P	PPL	SI		D8				4		740	Europe/Ljubljana	2014-04-25
8989375	Kladnart	Kladnart	Kladnart	46.30778	15.36343	P	PPL	SI		N3				4		404	Europe/Ljubljana	2014-04-25
8989376	Mramorovo pri Lužarjih	Mramorovo pri Luzarjih	Mramorovo pri Luzarjih,Mramorovo pri Lužarjih	45.79055	14.55134	P	PPL	SI		F6				4		730	Europe/Ljubljana	2014-04-25
8989377	Rajšele	Rajsele	Rajsele,Rajšele	45.51671	14.88358	P	PPL	SI		H9				4		410	Europe/Ljubljana	2014-04-25
8989378	Štajer	Stajer	Stajer,Štajer	45.47709	14.8547	P	PPL	SI		H9				4		329	Europe/Ljubljana	2014-04-25
8989379	Betonovo	Betonovo	Betonovo	45.74659	14.57762	P	PPL	SI		M1				4		878	Europe/Ljubljana	2014-04-25
8989380	Viševca	Visevca	Visevca,Viševca	46.24909	14.5556	P	PPL	SI		12				3		464	Europe/Ljubljana	2014-04-25
8989381	Koščake	Koscake	Koscake,Koščake	45.85003	14.43312	P	PPL	SI		13				3		883	Europe/Ljubljana	2014-04-25
8989382	Velika Planina	Velika Planina	Velika Planina	46.30377	14.6506	P	PPL	SI		H6				3		1547	Europe/Ljubljana	2014-04-25
8989383	Podlesje	Podlesje	Podlesje,Verdreng	45.53072	14.96777	P	PPL	SI		H7				3		531	Europe/Ljubljana	2015-11-16
8989384	Sokoliči	Sokolici	Sokolici,Sokoliči	45.46263	13.87708	P	PPL	SI		50				3		262	Europe/Ljubljana	2014-04-25
8989385	Dule	Dule	Dole	45.78968	14.70473	P	PPL	SI		L1				3		640	Europe/Ljubljana	2015-11-27
8989386	Kot pri Rakitnici	Kot pri Rakitnici	Kot pri Rakitnici	45.68292	14.74601	P	PPL	SI		L1				3		635	Europe/Ljubljana	2014-04-25
8989387	Hribi	Hribi	Hribi	45.77719	13.913	P	PPL	SI		B7				3		328	Europe/Ljubljana	2014-04-25
8989388	Kal	Kal	Kal	46.21905	13.94137	P	PPL	SI		D2				3		890	Europe/Ljubljana	2014-04-25
8989389	Hušica	Husica	Husica,Hušica	46.34659	14.27539	P	PPL	SI		D5				3		591	Europe/Ljubljana	2014-04-25
8989390	Družina	Druzina	Druzina,Družina	46.11902	14.98023	P	PPL	SI		E7				3		536	Europe/Ljubljana	2014-04-25
8989391	Drežnik	Dreznik	Dreznik,Drežnik	45.51439	14.85188	P	PPL	SI		H9				3		551	Europe/Ljubljana	2014-04-25
8989392	Kotel	Kotel	Kotel	45.78498	14.55328	P	PPL	SI		M1				3		784	Europe/Ljubljana	2014-04-25
8989393	Bogenšperk	Bogensperk	Bogensperk,Bogenšperk	46.02343	14.85527	P	PPL	SI		L9				3		421	Europe/Ljubljana	2014-04-25
8989394	Planinca	Planinca	Planinca	45.95432	14.44936	P	PPL	SI		09				2		545	Europe/Ljubljana	2014-04-25
8989395	Korošče	Korosce	Korosce,Korošče	45.84719	14.4439	P	PPL	SI		13				2		832	Europe/Ljubljana	2014-04-25
8989396	Kot ob Kolpi	Kot ob Kolpi	Kot ob Kolpi	45.4892	15.07052	P	PPL	SI		17				2		207	Europe/Ljubljana	2014-04-25
8989397	Olika	Olika	Olika	45.45771	13.8921	P	PPL	SI		50				2		184	Europe/Ljubljana	2014-04-25
8989398	Preloge	Preloge	Preloge	45.66627	15.16864	P	PPL	SI		B1				2		523	Europe/Ljubljana	2014-04-25
8989399	Pristava	Pristava	Pristava	45.78378	13.90731	P	PPL	SI		B7				2		358	Europe/Ljubljana	2014-04-25
8989400	Polzelo	Polzelo	Polzelo	45.81824	14.60606	P	PPL	SI		D8				2		511	Europe/Ljubljana	2014-04-25
8989401	Torka	Torka	Torka	46.23119	14.08907	P	PPL	SI		F1				2		1308	Europe/Ljubljana	2014-04-25
8989402	Delač	Delac	Delac,Delač	45.50324	14.89656	P	PPL	SI		H9				2		396	Europe/Ljubljana	2014-04-25
8989403	Grgelj	Grgelj	Grgelj	45.52581	14.94057	P	PPL	SI		H9				2		265	Europe/Ljubljana	2014-04-25
8989404	Jesenov Vrt	Jesenov Vrt	Jesenov Vrt	45.51266	14.84237	P	PPL	SI		H9				2		607	Europe/Ljubljana	2014-04-25
8989405	Tišenpolj	Tisenpolj	Tisenpolj,Tišenpolj	45.48727	14.88399	P	PPL	SI		H9				2		372	Europe/Ljubljana	2014-04-25
8989406	Vimolj	Vimolj	Vimol,Vimolj	45.51674	14.87378	P	PPL	SI		H9				2		434	Europe/Ljubljana	2015-11-04
8989407	Preska	Preska	Preska	45.77258	14.65563	P	PPL	SI		M1				2		683	Europe/Ljubljana	2014-04-25
8989408	Lašče	Lasce	Lasce,Lašče	45.898	14.36853	P	PPL	SI		05				1		495	Europe/Ljubljana	2014-04-25
8989409	Slapnik	Slapnik	Slapnik	46.04577	13.5581	P	PPL	SI		07				1		456	Europe/Ljubljana	2014-04-25
8989410	Dečina	Decina	Decina,Dečina	45.47678	15.08899	P	PPL	SI		17				1		239	Europe/Ljubljana	2014-04-25
8989411	Javornik	Javornik	Javornik	45.89084	14.09322	P	PPL	SI		36				1		1042	Europe/Ljubljana	2014-04-25
8989412	Vrt	Vrt	Vrt	45.50018	14.9887	P	PPL	SI		H7				1		381	Europe/Ljubljana	2014-04-25
8989413	Brežec pri Podgorju	Brezec pri Podgorju	Brezec pri Podgorju,Brežec pri Podgorju	45.5116	13.92612	P	PPL	SI		50				1		454	Europe/Ljubljana	2014-04-25
